"","codew","flux","plot_code","sub_plot","plot_corner_code","collar_number","measurement_code","treatment_code_partitioning","disturbance_code_control","litter_code","replica","year","egm_measurement","recno","day","month","hour","min","co2ref_ppm_sec","InputD","time","InputF","atmp_mb","probe_type","quality_code","comments","collar_num","vwc_percent_in","vwc_percent_out","soil_temp_c_in","soil_temp_c_out","air_temp_c","collar_height_cm","codew","collar_diam"
"752","2.1.23.4.2011","0.328543969460958","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,1,2011,13,27,23,4,15,54,461,43,124,0.28,856,8,"good","check numbers of sub_plot",2,NA,43,NA,NA,10.586231884058,6.9,"2.1.23.4.2011",12
"753","2.1.25.1.2012","0.309797732147888","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,1,2012,13,27,25,1,14,17,470,47,124,0.3,852,8,"good","check numbers of sub_plot",2,NA,NA,NA,NA,10.586231884058,NA,"2.1.25.1.2012",12
"754","2.1.25.11.2013","0.447796458709354","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,1,2013,3,18,25,11,15,49,512,51,81,0.51,847,8,"good","check numbers of sub_plot",2,NA,42.1833333333333,NA,19.5666666666667,19.5666666666667,7.23333333333333,"2.1.25.11.2013",12
"755","2.1.25.5.2013","0.219677194588467","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,1,2013,3,27,25,5,11,3,497,36,124,0.23,857,8,"good","check numbers of sub_plot",2,NA,39.8166666666667,NA,17.5333333333333,17.5333333333333,6.51666666666667,"2.1.25.5.2013",12
"756","2.1.27.7.2013","0.270029287571866","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,1,2013,3,27,27,7,16,14,510,46,124,0.3,854,8,"good","check numbers of sub_plot",2,NA,36.5166666666667,NA,16.8833333333333,16.8833333333333,7.25,"2.1.27.7.2013",12
"757","2.1.28.6.2013","0.334667129059598","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,1,2013,3,17,28,6,15,22,524,50,76,0.53,850,8,"good","check numbers of sub_plot",2,NA,43.4,NA,18,18,6.4,"2.1.28.6.2013",12
"758","2.1.29.1.2011","0.415487725275023","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,1,2011,3,27,29,1,15,49,579,52,124,0.34,857,8,"good","check numbers of sub_plot",2,NA,38.3333333333333,NA,NA,10.586231884058,6.15,"2.1.29.1.2011",12
"759","2.1.29.2.2012","0.379530502842626","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,1,2012,3,42,29,2,16,4,506,50,105,0.38,854,8,"good","check numbers of sub_plot",2,NA,NA,NA,NA,10.586231884058,NA,"2.1.29.2.2012",12
"760","2.1.29.8.2013","0.304581897469709","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,1,2013,3,28,29,8,15,16,471,50,115,0.35,856,8,"good","check numbers of sub_plot",2,NA,43.75,NA,16.8,16.8,5.7,"2.1.29.8.2013",12
"761","2.1.29.9.2013","0.454004712308168","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,1,2013,3,17,29,9,11,28,485,51,76,0.54,854,8,"good","check numbers of sub_plot",2,NA,40.7166666666667,NA,17.95,17.95,6.96666666666667,"2.1.29.9.2013",12
"762","2.1.30.10.2011","0.41403327582832","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,1,2011,3,22,30,10,14,28,507,51,100,0.41,854,8,"good","check numbers of sub_plot",2,NA,NA,NA,NA,10.586231884058,NA,"2.1.30.10.2011",12
"763","2.1.4.7.2011","0.208228679119746","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,1,2011,3,33,4,7,16,5,445,31,124,0.2,859,8,"good","check numbers of sub_plot",2,NA,NA,NA,NA,10.586231884058,NA,"2.1.4.7.2011",12
"764","2.1.7.3.2009","0.219278454777342","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,1,2009,3,27,7,3,15,33,500,39,124,0.25,835,NA,"good","check numbers of sub_plot",2,NA,49.5,NA,NA,10.586231884058,3.75,"2.1.7.3.2009",12
"765","2.2.11.6.2011","0.260285848899683","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,2,2011,4,27,11,6,10,30,466,34,124,0.22,859,8,"good","check numbers of sub_plot",2,NA,NA,NA,NA,10.586231884058,NA,"2.2.11.6.2011",12
"766","2.2.17.11.2011","0.398640352517372","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,2,2011,4,22,17,11,9,16,483,52,100,0.42,858,8,"good","check numbers of sub_plot",2,NA,NA,NA,NA,10.586231884058,NA,"2.2.17.11.2011",12
"767","2.2.17.12.2013","0.382124177574409","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,2,2013,4,20,17,12,13,49,464,51,91,0.45,848,8,"good","check numbers of sub_plot",2,NA,47.7,NA,19.4,19.4,6,"2.2.17.12.2013",12
"768","2.2.17.9.2011","0.329311595557829","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,2,2011,14,25,17,9,17,16,472,50,115,0.35,858,8,"good","check numbers of sub_plot",2,NA,NA,NA,NA,10.586231884058,NA,"2.2.17.9.2011",12
"769","2.2.18.5.2011","0.276668605861859","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,2,2011,4,27,18,5,19,21,481,42,124,0.27,856,8,"good","check numbers of sub_plot",2,NA,NA,NA,NA,10.586231884058,NA,"2.2.18.5.2011",12
"770","2.2.18.8.2011","0.276668605861859","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,2,2011,4,31,18,8,11,2,484,38,124,0.25,856,8,"good","check numbers of sub_plot",2,NA,NA,NA,NA,10.586231884058,NA,"2.2.18.8.2011",12
"771","2.2.19.12.2011","0.398175736721897","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,2,2011,24,59,19,12,12,9,475,50,110,0.37,857,8,"good","check numbers of sub_plot",2,NA,NA,NA,NA,10.586231884058,NA,"2.2.19.12.2011",12
"772","2.2.19.2.2011","0.672049872093998","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,2,2011,14,16,19,2,11,1,465,52,72,0.58,852,8,"good","check numbers of sub_plot",2,NA,36.6666666666667,NA,NA,10.9,6.33333333333333,"2.2.19.2.2011",12
"773","2.2.21.3.2011","0.292243335353645","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,2,2011,14,27,21,3,20,34,450,41,124,0.26,851,8,"good","check numbers of sub_plot",2,NA,42,NA,NA,10.586231884058,7.1,"2.2.21.3.2011",12
"774","2.2.23.10.2013","0.5808075904529","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,2,2013,4,18,23,10,16,55,579,54,81,0.53,847,8,"good","check numbers of sub_plot",2,NA,48.3,NA,19.4,19.4,6.3,"2.2.23.10.2013",12
"775","2.2.23.4.2011","0.311252181594592","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,2,2011,14,27,23,4,15,57,455,49,124,0.32,856,8,"good","check numbers of sub_plot",2,NA,43,NA,NA,10.586231884058,6.9,"2.2.23.4.2011",12
"776","2.2.25.1.2012","0.302756874599072","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,2,2012,14,49,25,1,14,23,477,51,120,0.35,852,8,"good","check numbers of sub_plot",2,NA,NA,NA,NA,10.586231884058,NA,"2.2.25.1.2012",12
"777","2.2.25.11.2013","0.431309636109628","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,2,2013,4,19,25,11,15,52,506,50,86,0.47,847,8,"good","check numbers of sub_plot",2,NA,45.5,NA,19.5,19.5,7.5,"2.2.25.11.2013",12
"778","2.2.25.5.2013","0.236439874776602","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,2,2013,4,27,25,5,11,7,514,41,124,0.26,857,8,"good","check numbers of sub_plot",2,NA,46.2,NA,17.7,17.7,5.9,"2.2.25.5.2013",12
"779","2.2.27.7.2013","0.270106895575422","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,2,2013,4,27,27,7,16,18,507,44,124,0.29,854,8,"good","check numbers of sub_plot",2,NA,43.4,NA,16.8,16.8,5.9,"2.2.27.7.2013",12
"780","2.2.28.6.2013","0.300993654241056","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,2,2013,4,20,28,6,15,25,512,50,91,0.44,850,8,"good","check numbers of sub_plot",2,NA,49.3,NA,18.2,18.2,5.9,"2.2.28.6.2013",12
"781","2.2.29.1.2011","0.450111702381275","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,2,2011,4,22,29,1,15,52,573,52,100,0.42,857,8,"good","check numbers of sub_plot",2,NA,38.3333333333333,NA,NA,10.586231884058,6.15,"2.2.29.1.2011",12
"782","2.2.29.2.2012","0.36227911634978","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,2,2012,4,23,29,2,16,7,537,50,105,0.38,854,8,"good","check numbers of sub_plot",2,NA,NA,NA,NA,10.586231884058,NA,"2.2.29.2.2012",12
"783","2.2.29.8.2013","0.270536095796378","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,2,2013,4,27,29,8,15,19,473,50,124,0.33,854,8,"good","check numbers of sub_plot",2,NA,39.52,NA,16.34,16.34,6.8,"2.2.29.8.2013",12
"784","2.2.29.9.2013","0.443610227887455","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,2,2013,4,16,29,9,11,31,486,51,72,0.58,854,8,"good","check numbers of sub_plot",2,NA,47.1,NA,18,18,5.5,"2.2.29.9.2013",12
"785","2.2.30.10.2011","0.448536048814013","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,2,2011,4,38,30,10,14,33,518,52,100,0.42,854,8,"good","check numbers of sub_plot",2,NA,NA,NA,NA,10.586231884058,NA,"2.2.30.10.2011",12
"786","2.2.4.7.2011","0.173523899266455","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,2,2011,4,27,4,7,16,8,445,26,124,0.17,859,8,"good","check numbers of sub_plot",2,NA,NA,NA,NA,10.586231884058,NA,"2.2.4.7.2011",12
"787","2.2.7.3.2009","0.219278454777342","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,2,2009,4,27,7,3,15,36,572,45,124,0.29,835,NA,"good","check numbers of sub_plot",2,NA,49.5,NA,NA,10.586231884058,3.75,"2.2.7.3.2009",12
"788","2.NA.14.8.2009","0.303979934361073","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,NA,2009,2.2,25,14,8,8,40,493,51,115,0.35,836,NA,"good","check numbers of sub_plot",2,NA,24.2435897435897,NA,NA,10.586231884058,4.86517543859649,"2.NA.14.8.2009",12
"789","2.NA.15.9.2009","0.305419563522283","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,NA,2009,2.2,24,15,9,7,35,506,51,110,0.37,840,NA,"good","check numbers of sub_plot",2,NA,27.1923076923077,NA,NA,10.6,4.61763157894737,"2.NA.15.9.2009",12
"790","2.NA.16.12.2009","0.35337061348872","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,NA,2009,2,24,16,12,12,55,466,51,110,0.36,833,NA,"good","check numbers of sub_plot",2,NA,38.7380952380952,NA,NA,10.586231884058,3.91214285714286,"2.NA.16.12.2009",12
"791","2.NA.16.7.2009","0.23642883783639","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,NA,2009,2.2,27,16,7,14,2,498,44,124,0.28,836,NA,"good","check numbers of sub_plot",2,NA,25.7014925373134,NA,NA,10.586231884058,4.38281553398058,"2.NA.16.7.2009",12
"792","2.NA.17.6.2009","0.185765515442878","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,NA,2009,2.2,27,17,6,13,53,464,35,124,0.22,836,NA,"good","check numbers of sub_plot",2,NA,29.3214285714286,NA,NA,10.586231884058,4.6245,"2.NA.17.6.2009",12
"793","2.NA.21.10.2009","0.403852129701394","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,NA,2009,NA,22,21,10,16,35,465,50,100,0.39,833,NA,"good","check numbers of sub_plot",2,NA,28.35,NA,NA,10.586231884058,4.34270833333334,"2.NA.21.10.2009",12
"794","2.NA.8.4.2009","0.287058566180225","SPD-02",2,NA,NA,"TOTAL",NA,NA,NA,NA,2009,2.2,27,8,4,13,32,505,48,124,0.3,835,NA,"good","check numbers of sub_plot",2,NA,26.3879120879121,NA,NA,10.28,4.78090909090909,"2.NA.8.4.2009",12
"795","20.1.11.6.2011","0.312706631041295","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,1,2011,9,27,11,6,15,1,499,47,124,0.31,860,8,"good","check numbers of sub_plot",20,NA,NA,NA,NA,10.586231884058,NA,"20.1.11.6.2011",12
"796","20.1.17.11.2011","0.259982838598286","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,1,2011,3,30,17,11,12,15,454,38,124,0.25,858,8,"good","check numbers of sub_plot",20,NA,NA,NA,NA,10.586231884058,NA,"20.1.17.11.2011",12
"797","20.1.17.12.2013","0.317854997087254","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,1,2013,39,19,17,12,11,25,492,51,86,0.48,853,8,"good","check numbers of sub_plot",20,NA,40.1,NA,19.1,19.1,4.5,"20.1.17.12.2013",12
"798","20.1.18.5.2011","0.382196993494917","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,1,2011,9,23,18,5,16,10,466,51,105,0.39,860,8,"good","check numbers of sub_plot",20,NA,NA,NA,NA,10.586231884058,NA,"20.1.18.5.2011",12
"799","20.1.19.12.2011","0.311615793956268","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,1,2011,3,33,19,12,15,12,456,49,124,0.32,857,8,"good","check numbers of sub_plot",20,NA,NA,NA,NA,10.586231884058,NA,"20.1.19.12.2011",12
"800","20.1.19.9.2011","0.295677452102806","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,1,2011,3,27,19,9,17,5,499,42,124,0.28,861,8,"good","check numbers of sub_plot",20,NA,NA,NA,NA,10.586231884058,NA,"20.1.19.9.2011",12
"801","20.1.20.1.2010","0.26858833115795","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,1,2010,NA,23,20,1,17,56,540,50,105,0.37,831,8,"good","check numbers of sub_plot",20,NA,NA,NA,NA,10.586231884058,NA,"20.1.20.1.2010",12
"802","20.1.22.3.2011","0.311615793956268","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,1,2011,9,24,22,3,16,30,475,50,110,0.37,857,8,"good","check numbers of sub_plot",20,NA,NA,NA,NA,10.586231884058,NA,"20.1.22.3.2011",12
"803","20.1.22.8.2011","0.329695408606265","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,1,2011,3,23,22,8,21,4,476,51,105,0.4,859,8,"good","check numbers of sub_plot",20,NA,NA,NA,NA,10.586231884058,NA,"20.1.22.8.2011",12
"804","20.1.23.4.2011","0.293960393728225","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,1,2011,19,27,23,4,22,50,483,44,124,0.29,856,8,"good","check numbers of sub_plot",20,NA,NA,NA,NA,10.586231884058,NA,"20.1.23.4.2011",12
"805","20.1.23.5.2009","0.219541063705219","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,1,2009,37,27,23,5,18,32,476,34,124,0.22,836,NA,"good","check numbers of sub_plot",20,NA,NA,NA,NA,10.586231884058,NA,"20.1.23.5.2009",12
"806","20.1.24.10.2013","0.378308126536093","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,1,2013,39,29,24,10,9,22,484,50,120,0.34,857,8,"good","check numbers of sub_plot",20,NA,24.4,NA,18.7,18.7,4.4,"20.1.24.10.2013",12
"807","20.1.24.2.2011","0.554630055676344","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,1,2011,6,20,24,2,10,35,513,52,76,0.55,858,8,"good","check numbers of sub_plot",20,NA,NA,NA,NA,10.586231884058,NA,"20.1.24.2.2011",12
"808","20.1.25.1.2012","0.432294696659155","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,1,2012,3,19,25,1,17,47,503,50,86,0.47,856,8,"good","check numbers of sub_plot",20,NA,NA,NA,NA,10.586231884058,NA,"20.1.25.1.2012",12
"809","20.1.25.11.2013","0.201675951172773","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,1,2013,39,27,25,11,9,59,476,29,124,0.19,854,8,"good","check numbers of sub_plot",20,NA,15.5,NA,18.1,18.1,4.5,"20.1.25.11.2013",12
"810","20.1.25.5.2013","0.314063796083024","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,1,2013,39,21,25,5,15,12,482,51,96,0.43,858,8,"good","check numbers of sub_plot",20,NA,25.3,NA,17.6,17.6,4.4,"20.1.25.5.2013",12
"811","20.1.28.6.2013","0.296330972326782","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,1,2013,39,27,28,6,10,11,510,50,120,0.34,856,8,"good","check numbers of sub_plot",20,NA,16.7,NA,18.1,18.1,3.6,"20.1.28.6.2013",12
"812","20.1.28.9.2013","0.253101907628749","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,1,2013,39,40,28,9,11,11,471,48,124,0.32,858,8,"good","check numbers of sub_plot",20,NA,23.2,NA,18.3,18.3,4.4,"20.1.28.9.2013",12
"813","20.1.29.1.2011","0.57196224491623","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,1,2011,39,25,29,1,18,56,498,52,81,0.52,858,8,"good","check numbers of sub_plot",20,NA,NA,NA,NA,10.586231884058,NA,"20.1.29.1.2011",12
"814","20.1.29.2.2012","0.329311595557829","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,1,2012,9,55,29,2,13,1,480,51,124,0.34,858,8,"good","check numbers of sub_plot",20,NA,NA,NA,NA,10.586231884058,NA,"20.1.29.2.2012",12
"815","20.1.29.7.2013","0.203889071390793","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,1,2013,39,27,29,7,11,12,463,34,124,0.22,861,8,"good","check numbers of sub_plot",20,NA,5.3,NA,17.3,17.3,3.9,"20.1.29.7.2013",12
"816","20.1.29.8.2013","0.204381642055068","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,1,2013,39,35,29,8,11,44,508,33,124,0.22,861,8,"good","check numbers of sub_plot",20,NA,22.3,NA,16.6,16.6,5.1,"20.1.29.8.2013",12
"817","20.1.30.10.2011","0.242367839743764","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,1,2011,3,27,30,10,17,29,458,35,124,0.23,857,8,"good","check numbers of sub_plot",20,NA,NA,NA,NA,10.586231884058,NA,"20.1.30.10.2011",12
"818","20.1.4.7.2011","0.190876289193101","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,1,2011,3,27,4,7,19,32,438,34,124,0.22,859,8,"good","check numbers of sub_plot",20,NA,NA,NA,NA,10.586231884058,NA,"20.1.4.7.2011",12
"819","20.1.7.3.2009","0.269557964122419","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,1,2009,5,25,7,3,18,20,511,50,115,0.34,834,NA,"good","check numbers of sub_plot",20,NA,NA,NA,NA,10.586231884058,NA,"20.1.7.3.2009",12
"820","20.2.11.6.2011","0.277961449814485","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,2,2011,10,27,11,6,15,4,489,46,124,0.3,860,8,"good","check numbers of sub_plot",20,NA,NA,NA,NA,10.586231884058,NA,"20.2.11.6.2011",12
"821","20.2.17.11.2011","0.259982838598286","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,2,2011,4,29,17,11,12,19,457,40,124,0.26,858,8,"good","check numbers of sub_plot",20,NA,NA,NA,NA,10.586231884058,NA,"20.2.17.11.2011",12
"822","20.2.17.12.2013","0.351313417833281","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,2,2013,40,17,17,12,11,27,485,51,76,0.54,853,8,"good","check numbers of sub_plot",20,NA,40.1,NA,19.1,19.1,4.5,"20.2.17.12.2013",12
"823","20.2.18.5.2011","0.347451812268106","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,2,2011,10,25,18,5,16,15,472,52,115,0.37,860,8,"good","check numbers of sub_plot",20,NA,NA,NA,NA,10.586231884058,NA,"20.2.18.5.2011",12
"824","20.2.19.12.2011","0.363551759615646","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,2,2011,4,24,19,12,15,16,462,51,110,0.38,857,8,"good","check numbers of sub_plot",20,NA,NA,NA,NA,10.586231884058,NA,"20.2.19.12.2011",12
"825","20.2.19.9.2011","0.278284660802641","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,2,2011,4,27,19,9,17,9,471,44,124,0.29,861,8,"good","check numbers of sub_plot",20,NA,NA,NA,NA,10.586231884058,NA,"20.2.19.9.2011",12
"826","20.2.22.3.2011","0.294303805403142","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,2,2011,10,27,22,3,16,33,469,51,124,0.33,857,8,"good","check numbers of sub_plot",20,NA,NA,NA,NA,10.586231884058,NA,"20.2.22.3.2011",12
"827","20.2.22.8.2011","0.277638238826328","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,2,2011,4,27,22,8,21,8,490,50,124,0.33,859,8,"good","check numbers of sub_plot",20,NA,NA,NA,NA,10.586231884058,NA,"20.2.22.8.2011",12
"828","20.2.23.4.2011","0.293960393728225","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,2,2011,20,27,23,4,22,53,482,49,124,0.32,856,8,"good","check numbers of sub_plot",20,NA,NA,NA,NA,10.586231884058,NA,"20.2.23.4.2011",12
"829","20.2.24.10.2013","0.353444599514004","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,2,2013,40,25,24,10,9,25,507,51,115,0.36,857,8,"good","check numbers of sub_plot",20,NA,24.4,NA,18.7,18.7,4.4,"20.2.24.10.2013",12
"830","20.2.24.2.2011","0.467969109476915","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,2,2011,7,35,24,2,10,42,549,50,91,0.45,858,8,"good","check numbers of sub_plot",20,NA,NA,NA,NA,10.586231884058,NA,"20.2.24.2.2011",12
"831","20.2.25.1.2012","0.405571024502044","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,2,2012,4,21,25,1,17,50,479,51,96,0.44,856,8,"good","check numbers of sub_plot",20,NA,NA,NA,NA,10.586231884058,NA,"20.2.25.1.2012",12
"832","20.2.25.11.2013","0.201675951172773","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,2,2013,40,27,25,11,10,2,476,29,124,0.19,854,8,"good","check numbers of sub_plot",20,NA,15.5,NA,18.1,18.1,4.5,"20.2.25.11.2013",12
"833","20.2.25.5.2013","0.303743838938408","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,2,2013,40,25,25,5,15,15,486,51,115,0.36,856,8,"good","check numbers of sub_plot",20,NA,25.3,NA,17.6,17.6,4.4,"20.2.25.5.2013",12
"834","20.2.28.6.2013","0.286376701938543","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,2,2013,40,27,28,6,10,14,493,48,124,0.31,856,8,"good","check numbers of sub_plot",20,NA,16.7,NA,18.1,18.1,3.6,"20.2.28.6.2013",12
"835","20.2.28.9.2013","0.286848828645916","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,2,2013,40,27,28,9,11,14,468,49,124,0.32,858,8,"good","check numbers of sub_plot",20,NA,23.2,NA,18.3,18.3,4.4,"20.2.28.9.2013",12
"836","20.2.29.1.2011","0.641291001875773","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,2,2011,40,15,29,1,18,59,491,52,67,0.63,858,8,"good","check numbers of sub_plot",20,NA,NA,NA,NA,10.586231884058,NA,"20.2.29.1.2011",12
"837","20.2.29.2.2012","0.406518620353684","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,2,2012,10,32,29,2,13,5,475,51,120,0.34,858,8,"good","check numbers of sub_plot",20,NA,NA,NA,NA,10.586231884058,NA,"20.2.29.2.2012",12
"838","20.2.29.7.2013","0.220879827340026","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,2,2013,40,27,29,7,11,15,469,39,124,0.25,861,8,"good","check numbers of sub_plot",20,NA,5.3,NA,17.3,17.3,3.9,"20.2.29.7.2013",12
"839","20.2.29.8.2013","0.272508856073424","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,2,2013,40,19,29,8,11,47,526,50,86,0.48,861,8,"good","check numbers of sub_plot",20,NA,22.3,NA,16.6,16.6,5.1,"20.2.29.8.2013",12
"840","20.2.30.10.2011","0.242367839743764","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,2,2011,4,31,30,10,17,34,450,37,124,0.24,857,8,"good","check numbers of sub_plot",20,NA,NA,NA,NA,10.586231884058,NA,"20.2.30.10.2011",12
"841","20.2.4.7.2011","0.15617150933981","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,2,2011,4,51,4,7,19,37,432,25,124,0.16,859,8,"good","check numbers of sub_plot",20,NA,NA,NA,NA,10.586231884058,NA,"20.2.4.7.2011",12
"842","20.2.7.3.2009","0.252710591364768","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,2,2009,6,27,7,3,18,24,503,44,124,0.28,834,NA,"good","check numbers of sub_plot",20,NA,NA,NA,NA,10.586231884058,NA,"20.2.7.3.2009",12
"843","20.NA.14.8.2009","0.303979934361073","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,NA,2009,20.2,27,14,8,11,37,453,51,124,0.32,836,NA,"good","check numbers of sub_plot",20,NA,NA,NA,NA,10.586231884058,NA,"20.NA.14.8.2009",12
"844","20.NA.15.9.2009","0.407245845077036","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,NA,2009,20.2,18,15,9,11,12,493,51,81,0.5,840,NA,"good","check numbers of sub_plot",20,NA,NA,NA,NA,10.586231884058,NA,"20.NA.15.9.2009",12
"845","20.NA.16.12.2009","0.395147470134","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,NA,2009,22,21,16,12,10,45,489,51,96,0.43,834,NA,"good","check numbers of sub_plot",20,NA,NA,NA,NA,10.586231884058,NA,"20.NA.16.12.2009",12
"846","20.NA.16.7.2009","0.303616321999397","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,NA,2009,20.2,27,16,7,17,55,485,49,124,0.31,835,NA,"good","check numbers of sub_plot",20,NA,NA,NA,NA,10.586231884058,NA,"20.NA.16.7.2009",12
"847","20.NA.17.6.2009","0.235863218607117","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,NA,2009,20.2,27,17,6,17,9,466,38,124,0.24,834,NA,"good","check numbers of sub_plot",20,NA,NA,NA,NA,10.586231884058,NA,"20.NA.17.6.2009",12
"848","20.NA.21.10.2009","0.456515320084124","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,NA,2009,NA,35,21,10,13,53,505,50,81,0.49,837,NA,"good","check numbers of sub_plot",20,NA,NA,NA,NA,10.586231884058,NA,"20.NA.21.10.2009",12
"849","20.NA.8.4.2009","0.202410881332932","SPD-02",20,NA,NA,"TOTAL",NA,NA,NA,NA,2009,20.2,27,8,4,16,41,497,34,124,0.22,835,NA,"good","check numbers of sub_plot",20,NA,NA,NA,NA,10.586231884058,NA,"20.NA.8.4.2009",12
"850","21.1.11.6.2011","0.173927913001651","SPD-02",21,NA,NA,"TOTAL",NA,NA,NA,1,2011,11,27,11,6,15,12,456,24,124,0.16,861,8,"good","check numbers of sub_plot",21,NA,NA,NA,NA,10.586231884058,NA,"21.1.11.6.2011",12
"851","21.1.17.11.2011","0.173725906134053","SPD-02",21,NA,NA,"TOTAL",NA,NA,NA,1,2011,5,27,17,11,12,27,466,36,124,0.24,860,8,"good","check numbers of sub_plot",21,NA,NA,NA,NA,10.586231884058,NA,"21.1.17.11.2011",12
