Day,Month,Year,Light,WindSpeed,WindDir,Rainfall,Tensiometer,RH,Temperature
18,4,2009,118.35,0,0,0,33.91,83.926,21.33
18,4,2009,3.72,0,0,0,76.85,82.547,21.39
18,4,2009,3.72,0,0,0,78.83,81.094,21.66
18,4,2009,3.33,0,0,0,55.49,80.178,21.75
18,4,2009,3.72,0,0,0,79.71,80.694,21.92
18,4,2009,3.53,0,0,0,56.15,82.978,21.96
18,4,2009,3.92,0,0,0,81.47,80.757,22.01
18,4,2009,366.24,0,0,0,31.93,82.242,22.03
18,4,2009,3.53,0,0,0,57.69,82.873,22.07
18,4,2009,3.53,0,0,0,59.23,82.589,22.17
18,4,2009,4.31,0,0,0,84.12,80.263,22.19
18,4,2009,4.12,0,0,0,82.14,81.063,22.22
18,4,2009,4.51,0,0,0,85.22,78.852,22.43
18,4,2009,4.71,0,0,0,85.22,78.621,22.92
18,4,2009,5.29,0,0,0,85.66,79.536,23.23
18,4,2009,6.08,0,0,0,85.66,77.052,23.75
18,4,2009,381.74,0,0,0,27.08,74.347,23.97
18,4,2009,398.23,0,0,0,22.02,70.547,24.82
18,4,2009,11.77,0,0,0,84.12,72.315,25.07
18,4,2009,712.46,0,0,0,13.43,61.168,25.96
18,4,2009,36.7,0,0,0,79.05,64.105,27.49
18,4,2009,726.39,0,0,0,5.06,54.221,28.04
18,4,2009,252.4,0,0,0,70.24,55.326,29.1
18,4,2009,633.16,0,0,0,5.28,48.831,29.11
18,4,2009,337.97,0,0,0,62.76,55.084,29.28
18,4,2009,579.39,0,0,0,11.01,47.031,29.29
18,4,2009,234.15,0,0,0,65.62,54.052,29.32
18,4,2009,122.86,0,0,0,73.77,56.431,29.37
18,4,2009,307.75,0,0,0,59.45,53.41,29.46
18,4,2009,358.78,0,0,0,55.49,51.789,29.6
18,4,2009,357.01,0,0,0,49.54,44.284,30.22
18,4,2009,842.78,0,0,0,8.36,41.621,30.4
18,4,2009,576.84,0,0,0,31.49,41.357,30.68
18,4,2009,600.58,0,0,0,20.48,39.568,30.72
18,4,2009,479.88,0,0,0,40.29,40.378,30.85
19,4,2009,3.14,0,0,0,65.84,84.326,19.19
19,4,2009,2.94,0,0,0,67.16,83.421,19.23
19,4,2009,9.42,0,0,0,63.86,84.368,19.43
19,4,2009,3.14,0,0,0,67.38,83.421,19.44
19,4,2009,3.14,0,0,0,66.94,83.421,19.69
19,4,2009,46.9,0,0,0,61.88,84.073,19.71
19,4,2009,3.14,0,0,0,67.16,83.136,19.92
19,4,2009,80.66,0,0,0,58.57,83.652,20.28
19,4,2009,3.14,0,0,0,67.6,82.694,20.33
19,4,2009,3.33,0,0,0,67.16,82.884,20.74
19,4,2009,73.79,0,0,0,56.59,82.778,20.88
19,4,2009,3.33,0,0,0,67.82,83.2,20.88
19,4,2009,3.33,0,0,0,69.14,82.505,21.02
19,4,2009,105.98,0,0,0,57.03,81.842,21.17
19,4,2009,3.33,0,0,0,69.8,82.052,21.26
19,4,2009,3.53,0,0,0,71.34,81.957,21.28
19,4,2009,3.92,0,0,0,73.11,82.052,21.28
19,4,2009,199.21,0,0,0,55.49,80.873,21.59
19,4,2009,4.71,0,0,0,113.19,82.547,21.68
19,4,2009,4.51,0,0,0,109.66,82.473,21.71
19,4,2009,4.71,0,0,0,104.6,83.073,21.73
19,4,2009,4.71,0,0,0,116.49,81.663,21.76
19,4,2009,4.71,0,0,0,94.25,83.61,21.87
19,4,2009,4.9,0,0,0,119.13,81.115,21.95
19,4,2009,4.9,0,0,0,86.1,83.936,22.03
19,4,2009,4.71,0,0,0,68.04,82.978,22.14
19,4,2009,5.1,0,0,0,121.55,80.231,22.21
19,4,2009,5.69,0,0,0,123.1,78.547,22.62
19,4,2009,321.09,0,0,0,51.53,76.863,22.74
19,4,2009,6.47,0,0,0,123.76,76.747,23.3
19,4,2009,10.4,0,0,0,123.1,74.168,24.4
19,4,2009,617.27,0,0,0,40.07,69.052,24.71
19,4,2009,33.56,0,0,0,119.79,71.021,25.69
19,4,2009,680.27,0,0,0,26.86,58.315,26.88
19,4,2009,85.77,0,0,0,115.39,65.421,27
19,4,2009,841.6,0,0,0,17.39,53.873,28.08
19,4,2009,158.19,0,0,0,109.66,58.073,28.23
19,4,2009,715.79,0,0,0,47.78,50.694,28.43
19,4,2009,262.21,0,0,0,40.29,53.063,28.82
19,4,2009,247.89,0,0,0,102.18,53.747,29.01
19,4,2009,498.72,0,0,0,89.4,55.031,29.17
19,4,2009,693.42,0,0,0,13.87,48.8,29.46
19,4,2009,415.3,0,0,0,94.03,52.536,29.63
19,4,2009,927.57,0,0,0,29.5,43.747,30.05
19,4,2009,834.34,0,0,0,35.23,40.042,30.59
19,4,2009,326.79,0,0,0,75.75,46.168,30.85
19,4,2009,714.62,0,0,0,50.64,33.673,31.23
19,4,2009,735.62,0,0,0,60.55,37.21,31.76
20,4,2009,42.39,0,5,0,-16.51,84.505,19.59
20,4,2009,10.2,0,5,0,-18.05,84.221,19.64
20,4,2009,4.12,0,5,0,-28.18,84.547,19.77
20,4,2009,4.31,0,5,0,-31.71,84.284,19.8
20,4,2009,4.12,0,5,0,-25.98,84.505,19.81
20,4,2009,4.12,0,5,0,-20.7,84.189,19.84
20,4,2009,4.12,0,5,0,-31.49,84.242,19.85
20,4,2009,4.12,0,5,0,-21.8,84.642,19.85
20,4,2009,4.12,0,5,0,-23.78,84.463,19.88
20,4,2009,4.12,0,5,0,-31.49,84.105,19.9
20,4,2009,82.82,0,5,0,-15.85,84.368,19.97
20,4,2009,4.12,0,5,0,-27.96,83.431,20.01
20,4,2009,4.12,0,5,0,-19.37,83.463,20.17
20,4,2009,4.31,0,5,0,-0.66,83.336,20.47
20,4,2009,127.18,0,5,0,-14.75,84.01,20.49
20,4,2009,5.1,0,0,0,-28.62,83.263,20.65
20,4,2009,5.29,0,0,0,-27.08,83.147,20.76
20,4,2009,5.29,0,0,0,-21.8,82.842,21.02
20,4,2009,180.76,0,5,0,-13.43,83.778,21.21
20,4,2009,5.49,0,0,0,-10.35,83.221,21.27
20,4,2009,5.69,0,0,0,11.67,82.421,21.39
20,4,2009,4.51,0,0,0,24.88,81.873,21.44
20,4,2009,264.18,0,0,0,-10.79,80.747,22.08
20,4,2009,5.49,0,0,0,31.93,80.157,22.21
20,4,2009,5.69,0,0,0,32.59,82.115,22.55
20,4,2009,5.88,0,0,0,33.91,81.6,22.57
20,4,2009,5.88,0,0,0,35.67,80.61,22.71
20,4,2009,6.28,0,0,0,37.21,79.557,22.99
20,4,2009,407.06,0,0,0,-9.9,78.136,23.32
20,4,2009,6.86,0,0,0,39.41,77.778,23.34
20,4,2009,10.4,0,0,0,41.62,73.8,24.29
20,4,2009,842.19,0,0,0,-15.63,70.473,25.13
20,4,2009,30.61,0,0,0,41.84,69.705,25.6
20,4,2009,80.07,0,0,0,40.73,64.778,26.77
20,4,2009,666.14,0,0,0,-13.87,59.357,26.86
20,4,2009,754.07,0,0,0,-8.58,58.8,27.51
20,4,2009,146.81,0,0,0,40.73,62.926,27.52
20,4,2009,572.71,0,0,0,6.6,58.231,28.16
20,4,2009,176.84,0,0,0,40.73,60.736,28.19
20,4,2009,605.49,0,0,0,11.67,53.621,28.24
20,4,2009,707.94,0,0,0,-8.36,56.084,28.38
20,4,2009,827.67,0,0,0,7.92,49.978,29.02
20,4,2009,257.7,0,0,0,39.41,54.852,29.25
20,4,2009,842.39,0,0,0,9.02,44.705,30.11
20,4,2009,779.58,0,0,0,16.73,40.905,30.39
20,4,2009,323.45,0,0,0,34.13,46.21,30.6
20,4,2009,681.25,0,0,0,23.56,39.2,30.84
20,4,2009,620.41,0,0,0,28.18,39.305,31.05
21,4,2009,7.45,0,5,0,5.72,84.494,19.41
21,4,2009,4.9,0,0,0,3.96,84.442,19.42
21,4,2009,5.1,0,0,0,2.42,84.221,19.45
21,4,2009,21.19,0,5,0,6.82,84.505,19.5
21,4,2009,4.9,0,0,0,0,83.821,19.58
21,4,2009,5.1,0,0,0,-2.42,83.61,19.75
21,4,2009,81.64,0,0,0,6.38,84.505,19.8
21,4,2009,5.1,0,0,0,-5.5,83.347,20.03
21,4,2009,5.1,0,5,0,-15.19,84.284,20.2
21,4,2009,5.1,0,5,0,-19.37,84.221,20.31
21,4,2009,5.1,0,5,0,-12.55,84.484,20.34
21,4,2009,5.69,0,5,0,-22.9,84.2,20.37
21,4,2009,5.1,0,5,0,-9.46,84.231,20.38
21,4,2009,5.1,0,5,0,-25.54,84,20.42
21,4,2009,5.1,0,0,0,-27.74,83.736,20.53
21,4,2009,146.02,0,0,0,4.4,84.084,20.6
21,4,2009,5.29,0,0,0,37.43,80.147,21.42
21,4,2009,5.29,0,0,0,37.87,80.315,21.55
21,4,2009,152.1,0,0,0,5.5,82.6,21.55
21,4,2009,5.49,0,0,0,37.87,80.021,21.64
21,4,2009,5.49,0,0,0,38.53,80.557,21.73
21,4,2009,5.49,0,0,0,39.63,81.336,21.82
21,4,2009,5.69,0,0,0,40.73,82.336,21.94
21,4,2009,5.88,0,0,0,42.28,81.568,22.02
21,4,2009,416.29,0,0,0,8.8,81.336,22.09
21,4,2009,6.08,0,0,0,43.38,81,22.19
21,4,2009,6.28,0,0,0,44.48,80.726,22.39
21,4,2009,6.47,0,0,0,46.46,80.01,22.53
21,4,2009,7.06,0,0,0,48,76.957,23
21,4,2009,657.89,0,0,0,7.92,75.105,23.71
21,4,2009,11.97,0,0,0,48,75.147,24.18
21,4,2009,42,0,0,0,47.78,73.978,25.2
21,4,2009,566.63,0,0,0,0.44,66.021,25.72
21,4,2009,81.05,0,0,0,48.22,70.073,26.09
21,4,2009,765.26,0,0,0,-3.08,59.936,26.68
21,4,2009,147.98,0,0,0,48.22,64.989,26.77
21,4,2009,182.33,0,0,0,49.1,62.978,26.82
21,4,2009,200.58,0,0,0,50.2,59.852,26.93
21,4,2009,812.16,0,0,0,-5.5,54.694,27.97
21,4,2009,450.44,0,0,0,41.4,52.978,28.02
21,4,2009,314.62,0,0,0,43.38,54.884,28.04
21,4,2009,598.62,0,0,0,36.33,55.463,28.17
21,4,2009,672.42,0,0,0,32.59,52.694,28.5
21,4,2009,736.21,0,0,0,-1.98,50.642,28.88
21,4,2009,785.86,0,0,0,3.08,46.936,29.65
21,4,2009,851.42,0,0,0,5.5,45.389,30.21
21,4,2009,892.63,0,0,0,11.23,42.315,30.56
21,4,2009,671.44,0,0,0,18.71,42.368,30.88
22,4,2009,17.27,0,0,0,36.77,84.2,20.29
22,4,2009,7.65,0,0,0,36.77,84.115,20.31
22,4,2009,5.1,0,0,0,36.55,84.084,20.33
22,4,2009,5.1,0,0,0,36.99,83.747,20.35
22,4,2009,5.1,0,0,0,36.55,84.094,20.35
22,4,2009,5.29,0,0,0,59.23,83.747,20.44
22,4,2009,66.73,0,0,0,35.45,84.326,20.52
22,4,2009,5.1,0,0,0,36.55,83.631,20.55
22,4,2009,5.29,0,0,0,59.67,83.168,20.64
22,4,2009,5.1,0,0,0,35.89,83.684,20.7
22,4,2009,5.1,0,0,0,35.67,83.663,20.77
22,4,2009,5.1,0,0,0,35.67,83.515,20.83
22,4,2009,5.49,0,0,0,59.67,83.147,20.84
22,4,2009,5.1,0,0,0,35.67,83.105,20.86
22,4,2009,5.29,0,0,0,36.77,82.873,20.94
22,4,2009,5.1,0,0,0,36.11,83.031,20.94
22,4,2009,5.69,0,0,0,63.86,83.168,20.96
22,4,2009,5.1,0,0,0,37.21,82.221,21.04
22,4,2009,5.49,0,0,0,59.67,83.105,21.04
22,4,2009,5.69,0,0,0,61.44,83.273,21.06
22,4,2009,5.69,0,0,0,65.84,82.157,21.11
22,4,2009,5.69,0,0,0,60.11,83.168,21.14
22,4,2009,97.54,0,0,0,32.37,83.884,21.17
22,4,2009,5.29,0,0,0,37.21,81.357,21.26
22,4,2009,6.08,0,0,0,68.26,81.705,21.43
22,4,2009,6.28,0,0,0,70.68,81.821,21.8
22,4,2009,125.41,0,0,0,30.6,82.463,21.84
22,4,2009,6.67,0,0,0,73.55,80.747,22.22
22,4,2009,194.89,0,0,0,27.96,80.063,22.55
22,4,2009,10,0,0,0,76.41,80.042,22.71
22,4,2009,20.01,0,0,0,80.15,79.789,23.08
22,4,2009,23.15,0,0,0,85.22,79.147,23.28
22,4,2009,289.89,0,0,0,25.32,77.452,23.4
22,4,2009,31.79,0,0,0,90.72,77.021,23.54
22,4,2009,55.34,0,0,0,95.35,74.41,23.95
22,4,2009,372.12,0,0,0,23.78,72.357,24.28
22,4,2009,79.48,0,0,0,99.09,70.684,24.51
22,4,2009,475.56,0,0,0,22.24,69.378,25.22
22,4,2009,128.75,0,0,0,95.35,64.926,25.69
22,4,2009,774.09,0,0,0,15.63,63.936,26.66
22,4,2009,807.45,0,0,0,9.02,57.41,27.97
22,4,2009,343.08,0,0,0,85.44,58.431,28.04
22,4,2009,843.96,0,0,0,10.12,53.663,28.55
22,4,2009,398.82,0,0,0,79.71,53.305,28.84
22,4,2009,562.51,0,0,0,66.28,50.01,29.17
22,4,2009,902.06,0,0,0,12.99,47.978,29.21
22,4,2009,547.79,0,0,0,40.96,47.463,29.94
22,4,2009,919.72,0,0,0,21.58,46.789,30.07
23,4,2009,22.57,0,0,0,53.95,84.863,18.98
23,4,2009,8.83,0,0,0,53.95,84.652,19.04
23,4,2009,4.9,0,0,0,54.17,84.61,19.1
23,4,2009,4.9,0,0,0,54.39,84.642,19.26
23,4,2009,63.39,0,0,0,52.19,85.168,19.29
23,4,2009,4.9,0,0,0,53.51,85.631,19.51
23,4,2009,4.9,0,0,0,53.51,86.273,19.61
23,4,2009,5.1,0,0,0,53.73,84.757,19.69
23,4,2009,5.1,0,0,0,53.95,83.715,19.79
23,4,2009,5.1,0,0,0,54.17,83.263,19.99
23,4,2009,63.78,0,0,0,50.86,84.8,20.04
23,4,2009,5.1,0,0,0,53.95,83.231,20.27
23,4,2009,5.1,0,0,0,54.17,83.515,20.45
23,4,2009,5.29,0,0,0,57.25,83.957,20.47
23,4,2009,5.29,0,0,0,55.49,83.736,20.49
23,4,2009,5.29,0,0,0,54.83,83.757,20.49
23,4,2009,107.55,0,0,0,50.2,83.978,21.06
23,4,2009,5.88,0,0,0,30.38,85.231,22.06
23,4,2009,5.88,0,0,0,28.18,85.357,22.07
23,4,2009,6.08,0,0,0,29.94,85.315,22.15
23,4,2009,391.56,0,0,0,47.78,80.568,22.17
23,4,2009,6.08,0,0,0,28.18,85.042,22.31
23,4,2009,6.08,0,0,0,26.86,84.715,22.46
23,4,2009,6.08,0,0,0,24.66,83.947,22.53
23,4,2009,6.28,0,0,0,22.68,83.926,22.58
23,4,2009,6.28,0,0,0,20.92,83.894,22.64
23,4,2009,6.47,0,0,0,19.59,83.578,22.75
23,4,2009,6.67,0,0,0,20.03,83.589,22.86
23,4,2009,6.86,0,0,0,27.08,82.747,22.92
23,4,2009,8.63,0,0,0,54.61,81.21,23.26
23,4,2009,568.2,0,0,0,42.5,71.8,24.01
23,4,2009,17.46,0,0,0,89.18,73.726,24.04
23,4,2009,52.6,0,0,0,90.06,67.536,24.82
23,4,2009,661.43,0,0,0,34.79,64.031,25.71
23,4,2009,98.13,0,0,0,88.96,64.757,26.18
23,4,2009,786.06,0,0,0,25.32,57.852,26.86
23,4,2009,138.17,0,0,0,89.18,63.263,26.94
23,4,2009,189.59,0,0,0,88.3,61.589,27.17
23,4,2009,252.01,0,0,0,87.42,59.736,27.55
23,4,2009,277.52,0,0,0,86.1,58.242,27.87
23,4,2009,814.91,0,0,0,24.88,53.378,28.01
23,4,2009,819.03,0,0,0,27.08,51.873,28.45
23,4,2009,372.91,0,0,0,81.25,54.347,28.58
23,4,2009,736.6,0,0,0,37.87,49.831,28.68
23,4,2009,543.08,0,0,0,52.85,48.968,29.06
23,4,2009,447.69,0,0,0,73.77,51.178,29.06
23,4,2009,699.5,0,0,0,60.77,49.042,29.42
23,4,2009,668.3,0,0,0,64.3,48.631,29.5
24,4,2009,4.31,0,0,0,29.06,83.126,19.96
24,4,2009,4.51,0,0,0,28.4,82.778,20.15
24,4,2009,4.51,0,0,0,27.74,83.8,20.22
24,4,2009,4.51,0,0,0,28.62,82.421,20.34
24,4,2009,4.71,0,0,0,27.3,83.831,20.48
24,4,2009,4.71,0,0,0,26.86,81.757,20.66
24,4,2009,4.51,0,0,0,27.96,84.357,20.69
24,4,2009,4.9,0,0,0,26.86,81.473,20.81
24,4,2009,4.51,0,0,0,29.28,84.168,20.82
24,4,2009,4.51,0,0,0,28.62,84.894,20.87
24,4,2009,5.1,0,0,0,27.08,79.821,21.33
24,4,2009,17.86,0,5,0,2.42,85.368,21.58
24,4,2009,5.49,0,0,0,12.33,85.421,21.6
24,4,2009,5.49,0,0,0,9.9,85.494,21.6
24,4,2009,5.69,0,0,0,6.82,85.357,21.61
24,4,2009,7.26,0,5,0,11.23,85.547,21.61
24,4,2009,5.49,0,5,0,16.73,85.568,21.61
24,4,2009,5.49,0,0,0,7.7,85.357,21.63
24,4,2009,5.49,0,5,0,14.75,85.452,21.64
24,4,2009,5.49,0,0,0,7.04,85.473,21.7
24,4,2009,24.14,0,5,0,-1.1,85.536,21.71
24,4,2009,65.35,0,0,0,-7.04,84.968,21.76
24,4,2009,21.98,0,0,0,-2.2,85.231,21.77
24,4,2009,5.69,0,0,0,9.46,85.547,21.78
24,4,2009,5.69,0,0,0,14.53,85.557,21.85
24,4,2009,5.69,0,0,0,20.25,85.336,21.86
24,4,2009,5.69,0,0,0,24.44,85.105,21.93
24,4,2009,5.69,0,0,0,26.64,85.147,22.08
24,4,2009,99.9,0,0,0,-11.01,84.021,22.26
24,4,2009,7.65,0,0,0,25.32,77.115,22.34
24,4,2009,112.07,0,0,0,-9.9,82.494,22.56
24,4,2009,118.74,0,0,0,-7.7,81.694,23.05
24,4,2009,221.98,0,0,0,14.75,78.484,23.24
24,4,2009,227.28,0,0,0,-3.52,73.578,23.28
24,4,2009,204.31,0,0,0,-5.06,78.589,23.29
24,4,2009,198.23,0,0,0,1.76,71.536,23.37
24,4,2009,32.97,0,0,0,21.58,73.905,23.4
24,4,2009,288.51,0,0,0,3.08,69.768,23.56
24,4,2009,281.05,0,0,0,6.6,68.747,23.76
24,4,2009,137.58,0,0,0,17.61,72.578,23.82
24,4,2009,368.4,0,0,0,3.08,76.621,24.26
24,4,2009,246.31,0,0,0,9.02,65.831,24.42
24,4,2009,79.09,0,0,0,17.83,71.442,24.64
24,4,2009,274.19,0,0,0,1.32,70.41,25.24
24,4,2009,405.1,0,0,0,2.64,68.61,25.42
24,4,2009,155.25,0,0,0,13.43,64.01,25.9
24,4,2009,271.44,0,0,0,9.02,63.926,26.13
24,4,2009,331.89,0,0,0,4.18,64.652,26.34
25,4,2009,3.72,0,0,0,-21.8,84.147,19.72
25,4,2009,3.72,0,0,0,-7.48,83.052,20
25,4,2009,5.49,0,5,0,9.46,83.905,20.03
25,4,2009,20.8,0,5,0,11.23,83.894,20.04
25,4,2009,4.31,0,5,0,6.6,84.178,20.06
25,4,2009,4.31,0,5,0,3.52,84.431,20.11
25,4,2009,4.31,0,5,0,0.22,84.684,20.22
25,4,2009,4.51,0,0,0,-10.12,85.094,20.31
25,4,2009,4.51,0,5,0,-3.3,84.915,20.33
25,4,2009,4.51,0,0,0,-6.82,84.642,20.37
25,4,2009,4.51,0,0,0,-10.12,84.968,20.38
25,4,2009,36.7,0,5,0,11.23,83.715,20.39
25,4,2009,4.51,0,0,0,-5.94,84.968,20.39
25,4,2009,4.71,0,0,0,9.02,84.705,20.55
25,4,2009,4.31,0,0,0,31.05,84.789,20.7
25,4,2009,4.31,0,0,0,29.94,84.473,20.72
25,4,2009,4.71,0,0,0,30.16,84.915,20.72
25,4,2009,79.48,0,0,0,12.11,83.789,20.77
25,4,2009,3.92,0,0,0,15.41,81.031,20.98
25,4,2009,135.42,0,0,0,13.21,83.631,21.21
25,4,2009,4.12,0,0,0,36.77,83.115,21.44
25,4,2009,3.92,0,0,0,48.22,82.715,21.53
25,4,2009,3.92,0,0,0,58.35,82.136,21.81
25,4,2009,3.92,0,0,0,61.66,82.031,21.94
25,4,2009,278.7,0,0,0,13.43,82.368,21.95
25,4,2009,3.92,0,0,0,62.98,81.778,22.02
25,4,2009,3.92,0,0,0,64.74,81.757,22.04
25,4,2009,3.92,0,0,0,66.72,80.863,22.18
25,4,2009,4.12,0,0,0,68.7,80.063,22.45
25,4,2009,341.11,0,0,0,11.23,77.673,22.79
25,4,2009,5.29,0,0,0,70.02,78.442,22.95
25,4,2009,16.09,0,0,0,70.68,77.452,23.53
25,4,2009,453.77,0,0,0,9.9,74.684,23.68
25,4,2009,38.27,0,0,0,71.79,76.242,23.89
25,4,2009,65.94,0,0,0,72.45,73.926,24.01
25,4,2009,636.11,0,0,0,9.24,68.105,24.99
25,4,2009,126.39,0,0,0,70.68,67.968,25.17
25,4,2009,597.05,0,0,0,6.6,62.21,26.25
25,4,2009,776.84,0,0,0,3.96,56.168,27.32
25,4,2009,551.52,0,0,0,12.33,52.21,28.08
25,4,2009,508.93,0,0,0,20.25,50.536,28.18
25,4,2009,678.11,0,0,0,23.78,48.61,28.23
25,4,2009,604.31,0,0,0,24.44,50.631,28.57
25,4,2009,244.35,0,0,0,55.93,50.01,28.69
25,4,2009,814.72,0,0,0,24.88,45.6,29.67
25,4,2009,751.71,0,0,0,34.57,43.6,30.26
25,4,2009,763.88,0,0,0,29.28,43.294,30.31
25,4,2009,595.68,0,0,0,41.84,43.473,30.34
26,4,2009,5.1,0,5,0,-11.01,83.347,18.98
26,4,2009,3.72,0,5,0,-14.31,83.347,18.99
26,4,2009,3.72,0,5,0,-17.39,83.336,19
26,4,2009,16.48,0,5,0,-8.58,83.368,19
26,4,2009,3.72,0,5,0,-20.03,83.357,19.05
26,4,2009,3.72,0,5,0,-25.1,83.252,19.08
26,4,2009,3.72,0,5,0,-24.88,83.031,19.15
26,4,2009,36.7,0,5,0,-6.6,83.357,19.16
26,4,2009,3.72,0,5,0,-31.49,83.347,19.22
26,4,2009,3.72,0,5,0,-31.49,83.2,19.26
26,4,2009,3.72,0,5,0,-31.27,83.294,19.26
26,4,2009,3.53,0,0,0,37.65,82.842,19.27
26,4,2009,3.72,0,5,0,-26.42,83.031,19.27
26,4,2009,3.92,0,0,0,36.55,83.115,19.33
26,4,2009,3.72,0,5,0,-28.18,83.357,19.34
26,4,2009,3.53,0,0,0,38.75,82.21,19.35
26,4,2009,3.53,0,0,0,38.09,82.715,19.36
26,4,2009,3.53,0,0,0,39.85,81.631,19.41
26,4,2009,3.72,0,5,0,-31.49,82.421,19.45
26,4,2009,3.72,0,0,0,35.45,83.2,19.5
26,4,2009,66.33,0,5,0,-5.06,83.315,19.57
26,4,2009,3.53,0,0,0,40.51,81.021,19.64
26,4,2009,3.72,0,0,0,-28.62,83.705,19.65
26,4,2009,93.81,0,0,0,-3.3,83.221,19.97
26,4,2009,3.72,0,0,0,41.4,80.494,19.99
26,4,2009,3.72,0,0,0,42.5,79.631,20.45
26,4,2009,136.01,0,0,0,-2.86,82.947,20.61
26,4,2009,186.65,0,0,0,-1.76,80.957,21.1
26,4,2009,3.92,0,0,0,43.16,78.021,21.19
26,4,2009,302.64,0,0,0,-3.74,76.505,21.82
26,4,2009,4.12,0,0,0,42.28,75.8,22.12
26,4,2009,324.82,0,0,0,-1.76,73.726,23.17
26,4,2009,5.88,0,0,0,41.84,72.61,23.34
26,4,2009,365.26,0,0,0,0,71.105,23.95
26,4,2009,409.61,0,0,0,1.98,66.915,24.48
26,4,2009,21.98,0,0,0,40.51,67.01,24.82
26,4,2009,628.06,0,0,0,2.64,61.978,25.2
26,4,2009,128.16,0,0,0,38.09,62.2,25.32
26,4,2009,135.81,0,0,0,36.99,60.178,25.93
26,4,2009,655.15,0,0,0,1.32,54.242,26.29
26,4,2009,207.06,0,0,0,34.79,56.431,27.04
26,4,2009,758.78,0,0,0,3.3,51.105,27.19
26,4,2009,575.66,0,0,0,9.9,50.031,27.66
26,4,2009,308.93,0,0,0,30.38,50.684,27.94
26,4,2009,723.25,0,0,0,12.33,44.905,27.96
26,4,2009,609.61,0,0,0,23.78,44.252,28.31
26,4,2009,557.21,0,0,0,15.63,42.431,28.56
26,4,2009,378.99,0,0,0,21.58,45.463,29.12
27,4,2009,3.53,0,0,0,21.58,82.494,19.09
27,4,2009,3.53,0,0,0,20.03,82.757,19.34
27,4,2009,3.72,0,0,0,-20.7,83.463,19.38
27,4,2009,3.53,0,0,0,19.59,82.852,19.45
27,4,2009,3.72,0,0,0,-28.18,83.41,19.47
27,4,2009,3.53,0,0,0,19.15,83.094,19.53
27,4,2009,4.71,0,0,0,-31.49,83.368,19.55
27,4,2009,22.57,0,0,0,-31.49,83.41,19.55
27,4,2009,3.72,0,0,0,18.93,83.168,19.58
27,4,2009,3.72,0,0,0,-7.48,83.431,19.59
27,4,2009,3.72,0,0,0,35.01,83.157,19.64
27,4,2009,3.72,0,0,0,35.89,83.421,19.65
27,4,2009,3.72,0,0,0,35.67,83.442,19.66
27,4,2009,3.53,0,0,0,18.93,82.252,19.67
27,4,2009,3.72,0,0,0,35.45,83.41,19.68
27,4,2009,3.72,0,0,0,35.23,83.252,19.7
27,4,2009,3.72,0,0,0,34.79,83.2,19.72
27,4,2009,44.74,0,0,0,-32.15,83.463,19.73
27,4,2009,3.72,0,0,0,34.79,83.284,19.75
27,4,2009,3.72,0,5,0,35.67,83.431,19.79
27,4,2009,3.53,0,0,0,18.49,81.852,19.8
27,4,2009,3.72,0,0,0,17.61,83.252,19.84
27,4,2009,3.72,0,0,0,18.49,81.726,19.91
27,4,2009,75.36,0,0,0,-34.35,83.842,20.08
27,4,2009,3.72,0,0,0,18.71,81.115,20.11
27,4,2009,3.72,0,0,0,18.93,80.61,20.42
27,4,2009,92.05,0,5,0,-32.15,83.073,20.47
27,4,2009,121.68,0,0,0,-31.49,82.726,20.74
27,4,2009,3.92,0,0,0,20.25,80.21,20.76
27,4,2009,179.19,0,0,0,-31.49,82.01,21.17
27,4,2009,5.69,0,0,0,20.92,77.6,21.44
27,4,2009,249.65,0,0,0,-31.27,81.642,21.7
27,4,2009,20.6,0,0,0,17.83,75.726,22.47
27,4,2009,167.81,0,0,0,25.54,73.884,22.49
27,4,2009,298.92,0,0,0,-29.94,74.526,22.69
27,4,2009,140.52,0,0,0,18.05,74.357,22.73
27,4,2009,132.09,0,0,0,15.19,74.8,23.05
27,4,2009,61.43,0,0,0,14.53,74.147,23.15
27,4,2009,147.98,0,0,0,12.11,71.242,23.28
27,4,2009,92.63,0,0,0,11.67,71.894,23.55
27,4,2009,281.84,0,0,0,-23.34,71.726,23.59
27,4,2009,463.78,0,0,0,-23.12,66.947,24.61
27,4,2009,636.89,0,0,0,-22.9,58.284,26.4
27,4,2009,142.29,0,0,0,18.93,51.052,26.6
27,4,2009,744.25,0,0,0,-20.7,54.063,27.74
27,4,2009,684.98,0,0,0,-15.63,47.389,28.65
27,4,2009,920.9,0,0,0,-13.87,37.147,29.44
27,4,2009,596.85,0,0,0,-9.9,32.547,30.58
28,4,2009,3.33,0,0,0,22.68,83.284,17.65
28,4,2009,3.33,0,0,0,21.58,83.378,17.76
28,4,2009,14.13,0,5,0,26.2,83.715,17.78
28,4,2009,3.33,0,0,0,24.22,82.842,17.81
28,4,2009,3.92,0,0,0,21.14,83.389,17.87
28,4,2009,47.1,0,5,0,24.66,83.494,17.97
28,4,2009,6.47,0,5,0,24.88,83.589,18.04
28,4,2009,3.53,0,0,0,21.36,83.389,18.09
28,4,2009,3.53,0,0,0,21.8,83.547,18.18
28,4,2009,3.53,0,0,0,24.44,82.221,18.22
28,4,2009,3.53,0,0,0,22.24,83.736,18.22
